一点儿	一點
三文魚	鮭魚
中考	國中學測
乘坐	搭乘
乘机	趁機
以后儿	以後
优酪乳	優酪乳
你儿	你
使团	使節團
修正液	立可白
假唱	對嘴
健康膳食	健康飲食
充电宝	行動電源
光盘	光碟
公交车	公車
出租车	計程車
初中	國中
初中小学	國中小
初中生	國中生
加演	安可
卓著	卓著
卷心菜	高麗菜
卷纸	捲筒衛生紙
可知道	甘知影
名著	名著
听证会	公聽會
咋个	怎麼
咪嘴	對嘴
咱	我
咱们	我們
咱俩	我們兩個
哪儿	哪裡
售货机	販賣機
啥时	什麼時候
喷头	蓮蓬頭
国庆节	國慶日
国民生产总值	國民生產毛額
国际象棋	西洋象棋
圆珠笔	原子筆
土豆	馬鈴薯
在职培训	在職訓練
坦克	戰車
城镇化	都市化
大鳄	大人物
夹口型	對嘴
奖赏	獎勵
奥委会	奧會
奶酪	乳酪
好些天	好幾天
好些年	好幾年
好些日	好幾日
密纹唱片	黑膠唱片
对么	對嗎
小伙们	兄弟們
工龄	資齡
巨著	巨著
平衡膳食	平衡飲食
志愿者	志工
快班	前段班
快餐业	素食業
快餐店	速食店
怎么办	安怎
慢班	後段班
户口簿	戶口名簿
房产税	房屋稅
房奴	屋奴
房车	露營車
手托	手靠墊
手表	手錶
手镯	手鍊
拉力车手	越野車手
拉条子	拉麵
招人	徵才
招聘会	徵才會
拼搏	拼命爭取
拼车	共乘
接下里	接下來
摄像头	鏡頭
新老交替	新舊交替
日程	行程
日臻完善	日趨完善
昭著	昭著
显著	顯著
普通话	國語
期房	預售屋
木偶戏	布袋戲
本垒打	全壘打
本科生	大學生
松花蛋	皮蛋
松铰链	鉸鏈
板凳队员	二軍
柿子椒	甜椒
正赛	會內賽
步行街	徒步區
步行街	徒步街
流里流气	舉止輕浮
淀粉	太白粉
激光	雷射
火炮	火砲
灭火器	消火器
烂招	奧步
物业税	房捐
玩儿	玩
班主任	班導
班主任	班導師
班车	交通車
甘蓝	高麗菜
甘薯	地瓜
电动车	助力車
番薯	地瓜
白薯	地瓜
盲人	視障人士
盲人学校	啟明學校
瞭哨	瞭望
祝贺	恭喜
私家车	房車
私家车	自用車
移动电话	行動電話
程序	程式
空客	空巴
空调	冷氣機
答复	回答
红苕	地瓜
红薯	地瓜
编程	寫程式
编著	編著
羊肉粉	羊肉米粉
老实话	實話
膳食营养	均衡飲食
自动挡	自排
自行车	單車
自行车	脚踏車
自行车	鐵馬
花生	土豆
花生	長生果
著书	著書
著作	著作
著名	著名
著称	著稱
著述	著述
蕃薯	地瓜
蛋羹	茶碗蒸
行不行	好嗎
行货	公司貨
西红柿	番茄
西蓝花	青花菜
认不到	不認識
译著	譯著
输液	吊點滴
这儿	這
通过	透過
道口	平交道
遗著	遺著
遣散费	資遣費
避孕套	保險套
那儿	那裡
邮政储蓄	郵政儲金
邮政编码	郵政區號
酸凝酪	優酪乳
酸奶	優酪乳
酸牛奶	優酪乳
集装箱	貨櫃
雨刮器	兩刷
雪糕	冰淇淋
青年人	年輕人
预警	警報
首映式	首映會
骑行	騎乘
高压锅	快鍋
黑客	駭客
